单色点阵汉字库索引表
==========================================================================================
序号     字符   Unicode    偏移(像素区)      宽度     高度     行字节   
726    峰    0x00005CF0   0x00005AC0     16     16     2     
727    锋    0x0000950B   0x00005AE0     16     16     2     
728    风    0x000098CE   0x00005B00     16     16     2     
729    疯    0x000075AF   0x00005B20     16     16     2     
730    烽    0x000070FD   0x00005B40     16     16     2     
731    逢    0x00009022   0x00005B60     16     16     2     
732    冯    0x000051AF   0x00005B80     16     16     2     
733    缝    0x00007F1D   0x00005BA0     16     16     2     
734    讽    0x00008BBD   0x00005BC0     16     16     2     
735    奉    0x00005949   0x00005BE0     16     16     2     
736    凤    0x000051E4   0x00005C00     16     16     2     
737    佛    0x00004F5B   0x00005C20     16     16     2     
738    否    0x00005426   0x00005C40     16     16     2     
739    夫    0x0000592B   0x00005C60     16     16     2     
740    敷    0x00006577   0x00005C80     16     16     2     
741    肤    0x000080A4   0x00005CA0     16     16     2     
742    孵    0x00005B75   0x00005CC0     16     16     2     
743    扶    0x00006276   0x00005CE0     16     16     2     
744    拂    0x000062C2   0x00005D00     16     16     2     
745    辐    0x00008F90   0x00005D20     16     16     2     
746    幅    0x00005E45   0x00005D40     16     16     2     
747    氟    0x00006C1F   0x00005D60     16     16     2     
748    符    0x00007B26   0x00005D80     16     16     2     
749    伏    0x00004F0F   0x00005DA0     16     16     2     
750    俘    0x00004FD8   0x00005DC0     16     16     2     
751    服    0x0000670D   0x00005DE0     16     16     2     
752    浮    0x00006D6E   0x00005E00     16     16     2     
753    涪    0x00006DAA   0x00005E20     16     16     2     
754    福    0x0000798F   0x00005E40     16     16     2     
755    袱    0x000088B1   0x00005E60     16     16     2     
756    弗    0x00005F17   0x00005E80     16     16     2     
757    甫    0x0000752B   0x00005EA0     16     16     2     
758    抚    0x0000629A   0x00005EC0     16     16     2     
759    辅    0x00008F85   0x00005EE0     16     16     2     
760    俯    0x00004FEF   0x00005F00     16     16     2     
761    釜    0x000091DC   0x00005F20     16     16     2     
762    斧    0x000065A7   0x00005F40     16     16     2     
763    脯    0x0000812F   0x00005F60     16     16     2     
764    腑    0x00008151   0x00005F80     16     16     2     
765    府    0x00005E9C   0x00005FA0     16     16     2     
766    腐    0x00008150   0x00005FC0     16     16     2     
767    赴    0x00008D74   0x00005FE0     16     16     2     
768    副    0x0000526F   0x00006000     16     16     2     
769    覆    0x00008986   0x00006020     16     16     2     
770    赋    0x00008D4B   0x00006040     16     16     2     
771    复    0x0000590D   0x00006060     16     16     2     
772    傅    0x00005085   0x00006080     16     16     2     
773    付    0x00004ED8   0x000060A0     16     16     2     
774    阜    0x0000961C   0x000060C0     16     16     2     
775    父    0x00007236   0x000060E0     16     16     2     
776    腹    0x00008179   0x00006100     16     16     2     
777    负    0x00008D1F   0x00006120     16     16     2     
778    富    0x00005BCC   0x00006140     16     16     2     
779    讣    0x00008BA3   0x00006160     16     16     2     
780    附    0x00009644   0x00006180     16     16     2     
781    妇    0x00005987   0x000061A0     16     16     2     
782    缚    0x00007F1A   0x000061C0     16     16     2     
783    咐    0x00005490   0x000061E0     16     16     2     
784    噶    0x00005676   0x00006200     16     16     2     
785    嘎    0x0000560E   0x00006220     16     16     2     
786    该    0x00008BE5   0x00006240     16     16     2     
787    改    0x00006539   0x00006260     16     16     2     
788    概    0x00006982   0x00006280     16     16     2     
789    钙    0x00009499   0x000062A0     16     16     2     
790    盖    0x000076D6   0x000062C0     16     16     2     
791    溉    0x00006E89   0x000062E0     16     16     2     
792    干    0x00005E72   0x00006300     16     16     2     
793    甘    0x00007518   0x00006320     16     16     2     
794    杆    0x00006746   0x00006340     16     16     2     
795    柑    0x000067D1   0x00006360     16     16     2     
796    竿    0x00007AFF   0x00006380     16     16     2     
797    肝    0x0000809D   0x000063A0     16     16     2     
798    赶    0x00008D76   0x000063C0     16     16     2     
799    感    0x0000611F   0x000063E0     16     16     2     
800    秆    0x000079C6   0x00006400     16     16     2     
801    敢    0x00006562   0x00006420     16     16     2     
802    赣    0x00008D63   0x00006440     16     16     2     
803    冈    0x00005188   0x00006460     16     16     2     
804    刚    0x0000521A   0x00006480     16     16     2     
805    钢    0x000094A2   0x000064A0     16     16     2     
806    缸    0x00007F38   0x000064C0     16     16     2     
807    肛    0x0000809B   0x000064E0     16     16     2     
808    纲    0x00007EB2   0x00006500     16     16     2     
809    岗    0x00005C97   0x00006520     16     16     2     
810    港    0x00006E2F   0x00006540     16     16     2     
811    杠    0x00006760   0x00006560     16     16     2     
812    篙    0x00007BD9   0x00006580     16     16     2     
813    皋    0x0000768B   0x000065A0     16     16     2     
814    高    0x00009AD8   0x000065C0     16     16     2     
815    膏    0x0000818F   0x000065E0     16     16     2     
816    羔    0x00007F94   0x00006600     16     16     2     
817    糕    0x00007CD5   0x00006620     16     16     2     
818    搞    0x0000641E   0x00006640     16     16     2     
819    镐    0x00009550   0x00006660     16     16     2     
820    稿    0x00007A3F   0x00006680     16     16     2     
821    告    0x0000544A   0x000066A0     16     16     2     
822    哥    0x000054E5   0x000066C0     16     16     2     
823    歌    0x00006B4C   0x000066E0     16     16     2     
824    搁    0x00006401   0x00006700     16     16     2     
825    戈    0x00006208   0x00006720     16     16     2     
826    鸽    0x00009E3D   0x00006740     16     16     2     
827    胳    0x000080F3   0x00006760     16     16     2     
828    疙    0x00007599   0x00006780     16     16     2     
829    割    0x00005272   0x000067A0     16     16     2     
830    革    0x00009769   0x000067C0     16     16     2     
831    葛    0x0000845B   0x000067E0     16     16     2     
832    格    0x0000683C   0x00006800     16     16     2     
833    蛤    0x000086E4   0x00006820     16     16     2     
834    阁    0x00009601   0x00006840     16     16     2     
835    隔    0x00009694   0x00006860     16     16     2     
836    铬    0x000094EC   0x00006880     16     16     2     
837    个    0x00004E2A   0x000068A0     16     16     2     
838    各    0x00005404   0x000068C0     16     16     2     
839    给    0x00007ED9   0x000068E0     16     16     2     
840    根    0x00006839   0x00006900     16     16     2     
841    跟    0x00008DDF   0x00006920     16     16     2     
842    耕    0x00008015   0x00006940     16     16     2     
843    更    0x000066F4   0x00006960     16     16     2     
844    庚    0x00005E9A   0x00006980     16     16     2     
845    羹    0x00007FB9   0x000069A0     16     16     2     
846    埂    0x000057C2   0x000069C0     16     16     2     
847    耿    0x0000803F   0x000069E0     16     16     2     
848    梗    0x00006897   0x00006A00     16     16     2     
849    工    0x00005DE5   0x00006A20     16     16     2     
850    攻    0x0000653B   0x00006A40     16     16     2     
851    功    0x0000529F   0x00006A60     16     16     2     
852    恭    0x0000606D   0x00006A80     16     16     2     
853    龚    0x00009F9A   0x00006AA0     16     16     2     
854    供    0x00004F9B   0x00006AC0     16     16     2     
855    躬    0x00008EAC   0x00006AE0     16     16     2     
856    公    0x0000516C   0x00006B00     16     16     2     
857    宫    0x00005BAB   0x00006B20     16     16     2     
858    弓    0x00005F13   0x00006B40     16     16     2     
859    巩    0x00005DE9   0x00006B60     16     16     2     
860    汞    0x00006C5E   0x00006B80     16     16     2     
861    拱    0x000062F1   0x00006BA0     16     16     2     
862    贡    0x00008D21   0x00006BC0     16     16     2     
863    共    0x00005171   0x00006BE0     16     16     2     
864    钩    0x000094A9   0x00006C00     16     16     2     
865    勾    0x000052FE   0x00006C20     16     16     2     
866    沟    0x00006C9F   0x00006C40     16     16     2     
867    苟    0x000082DF   0x00006C60     16     16     2     
868    狗    0x000072D7   0x00006C80     16     16     2     
869    垢    0x000057A2   0x00006CA0     16     16     2     
870    构    0x00006784   0x00006CC0     16     16     2     
871    购    0x00008D2D   0x00006CE0     16     16     2     
872    够    0x0000591F   0x00006D00     16     16     2     
873    辜    0x00008F9C   0x00006D20     16     16     2     
874    菇    0x000083C7   0x00006D40     16     16     2     
875    咕    0x00005495   0x00006D60     16     16     2     
876    箍    0x00007B8D   0x00006D80     16     16     2     
877    估    0x00004F30   0x00006DA0     16     16     2     
878    沽    0x00006CBD   0x00006DC0     16     16     2     
879    孤    0x00005B64   0x00006DE0     16     16     2     
880    姑    0x000059D1   0x00006E00     16     16     2     
881    鼓    0x00009F13   0x00006E20     16     16     2     
882    古    0x000053E4   0x00006E40     16     16     2     
883    蛊    0x000086CA   0x00006E60     16     16     2     
884    骨    0x00009AA8   0x00006E80     16     16     2     
885    谷    0x00008C37   0x00006EA0     16     16     2     
886    股    0x000080A1   0x00006EC0     16     16     2     
887    故    0x00006545   0x00006EE0     16     16     2     
888    顾    0x0000987E   0x00006F00     16     16     2     
889    固    0x000056FA   0x00006F20     16     16     2     
890    雇    0x000096C7   0x00006F40     16     16     2     
891    刮    0x0000522E   0x00006F60     16     16     2     
892    瓜    0x000074DC   0x00006F80     16     16     2     
893    剐    0x00005250   0x00006FA0     16     16     2     
894    寡    0x00005BE1   0x00006FC0     16     16     2     
895    挂    0x00006302   0x00006FE0     16     16     2     
896    褂    0x00008902   0x00007000     16     16     2     
897    乖    0x00004E56   0x00007020     16     16     2     
898    拐    0x000062D0   0x00007040     16     16     2     
899    怪    0x0000602A   0x00007060     16     16     2     
900    棺    0x000068FA   0x00007080     16     16     2     
901    关    0x00005173   0x000070A0     16     16     2     
902    官    0x00005B98   0x000070C0     16     16     2     
903    冠    0x000051A0   0x000070E0     16     16     2     
904    观    0x000089C2   0x00007100     16     16     2     
905    管    0x00007BA1   0x00007120     16     16     2     
906    馆    0x00009986   0x00007140     16     16     2     
907    罐    0x00007F50   0x00007160     16     16     2     
908    惯    0x000060EF   0x00007180     16     16     2     
909    灌    0x0000704C   0x000071A0     16     16     2     
910    贯    0x00008D2F   0x000071C0     16     16     2     
911    光    0x00005149   0x000071E0     16     16     2     
912    广    0x00005E7F   0x00007200     16     16     2     
913    逛    0x0000901B   0x00007220     16     16     2     
914    瑰    0x00007470   0x00007240     16     16     2     
915    规    0x000089C4   0x00007260     16     16     2     
916    圭    0x0000572D   0x00007280     16     16     2     
917    硅    0x00007845   0x000072A0     16     16     2     
918    归    0x00005F52   0x000072C0     16     16     2     
919    龟    0x00009F9F   0x000072E0     16     16     2     
920    闺    0x000095FA   0x00007300     16     16     2     
921    轨    0x00008F68   0x00007320     16     16     2     
922    鬼    0x00009B3C   0x00007340     16     16     2     
923    诡    0x00008BE1   0x00007360     16     16     2     
924    癸    0x00007678   0x00007380     16     16     2     
925    桂    0x00006842   0x000073A0     16     16     2     
926    柜    0x000067DC   0x000073C0     16     16     2     
927    跪    0x00008DEA   0x000073E0     16     16     2     
928    贵    0x00008D35   0x00007400     16     16     2     
929    刽    0x0000523D   0x00007420     16     16     2     
930    辊    0x00008F8A   0x00007440     16     16     2     
931    滚    0x00006EDA   0x00007460     16     16     2     
932    棍    0x000068CD   0x00007480     16     16     2     
933    锅    0x00009505   0x000074A0     16     16     2     
934    郭    0x000090ED   0x000074C0     16     16     2     
935    国    0x000056FD   0x000074E0     16     16     2     
936    果    0x0000679C   0x00007500     16     16     2     
937    裹    0x000088F9   0x00007520     16     16     2     
938    过    0x00008FC7   0x00007540     16     16     2     
939    哈    0x000054C8   0x00007560     16     16     2     
940    骸    0x00009AB8   0x00007580     16     16     2     
941    孩    0x00005B69   0x000075A0     16     16     2     
942    海    0x00006D77   0x000075C0     16     16     2     
943    氦    0x00006C26   0x000075E0     16     16     2     
944    亥    0x00004EA5   0x00007600     16     16     2     
945    害    0x00005BB3   0x00007620     16     16     2     
946    骇    0x00009A87   0x00007640     16     16     2     
947    酣    0x00009163   0x00007660     16     16     2     
948    憨    0x000061A8   0x00007680     16     16     2     
949    邯    0x000090AF   0x000076A0     16     16     2     
950    韩    0x000097E9   0x000076C0     16     16     2     
951    含    0x0000542B   0x000076E0     16     16     2     
952    涵    0x00006DB5   0x00007700     16     16     2     
953    寒    0x00005BD2   0x00007720     16     16     2     
954    函    0x000051FD   0x00007740     16     16     2     
955    喊    0x0000558A   0x00007760     16     16     2     
956    罕    0x00007F55   0x00007780     16     16     2     
957    翰    0x00007FF0   0x000077A0     16     16     2     
958    撼    0x000064BC   0x000077C0     16     16     2     
959    捍    0x0000634D   0x000077E0     16     16     2     
960    旱    0x000065F1   0x00007800     16     16     2     
961    憾    0x000061BE   0x00007820     16     16     2     
962    悍    0x0000608D   0x00007840     16     16     2     
963    焊    0x0000710A   0x00007860     16     16     2     
964    汗    0x00006C57   0x00007880     16     16     2     
965    汉    0x00006C49   0x000078A0     16     16     2     
966    夯    0x0000592F   0x000078C0     16     16     2     
967    杭    0x0000676D   0x000078E0     16     16     2     
968    航    0x0000822A   0x00007900     16     16     2     
969    壕    0x000058D5   0x00007920     16     16     2     
970    嚎    0x0000568E   0x00007940     16     16     2     
971    豪    0x00008C6A   0x00007960     16     16     2     
972    毫    0x00006BEB   0x00007980     16     16     2     
973    郝    0x000090DD   0x000079A0     16     16     2     
974    好    0x0000597D   0x000079C0     16     16     2     
975    耗    0x00008017   0x000079E0     16     16     2     
976    号    0x000053F7   0x00007A00     16     16     2     
977    浩    0x00006D69   0x00007A20     16     16     2     
978    呵    0x00005475   0x00007A40     16     16     2     
979    喝    0x0000559D   0x00007A60     16     16     2     
980    荷    0x00008377   0x00007A80     16     16     2     
981    菏    0x000083CF   0x00007AA0     16     16     2     
982    核    0x00006838   0x00007AC0     16     16     2     
983    禾    0x000079BE   0x00007AE0     16     16     2     
984    和    0x0000548C   0x00007B00     16     16     2     
985    何    0x00004F55   0x00007B20     16     16     2     
986    合    0x00005408   0x00007B40     16     16     2     
987    盒    0x000076D2   0x00007B60     16     16     2     
988    貉    0x00008C89   0x00007B80     16     16     2     
989    阂    0x00009602   0x00007BA0     16     16     2     
990    河    0x00006CB3   0x00007BC0     16     16     2     
991    涸    0x00006DB8   0x00007BE0     16     16     2     
992    赫    0x00008D6B   0x00007C00     16     16     2     
993    褐    0x00008910   0x00007C20     16     16     2     
994    鹤    0x00009E64   0x00007C40     16     16     2     
995    贺    0x00008D3A   0x00007C60     16     16     2     
996    嘿    0x0000563F   0x00007C80     16     16     2     
997    黑    0x00009ED1   0x00007CA0     16     16     2     
998    痕    0x000075D5   0x00007CC0     16     16     2     
999    很    0x00005F88   0x00007CE0     16     16     2     
1000   狠    0x000072E0   0x00007D00     16     16     2     
1001   恨    0x00006068   0x00007D20     16     16     2     
1002   哼    0x000054FC   0x00007D40     16     16     2     
1003   亨    0x00004EA8   0x00007D60     16     16     2     
1004   横    0x00006A2A   0x00007D80     16     16     2     
1005   衡    0x00008861   0x00007DA0     16     16     2     
1006   恒    0x00006052   0x00007DC0     16     16     2     
1007   轰    0x00008F70   0x00007DE0     16     16     2     
1008   哄    0x000054C4   0x00007E00     16     16     2     
1009   烘    0x000070D8   0x00007E20     16     16     2     
1010   虹    0x00008679   0x00007E40     16     16     2     
1011   鸿    0x00009E3F   0x00007E60     16     16     2     
1012   洪    0x00006D2A   0x00007E80     16     16     2     
1013   宏    0x00005B8F   0x00007EA0     16     16     2     
1014   弘    0x00005F18   0x00007EC0     16     16     2     
1015   红    0x00007EA2   0x00007EE0     16     16     2     
1016   喉    0x00005589   0x00007F00     16     16     2     
1017   侯    0x00004FAF   0x00007F20     16     16     2     
1018   猴    0x00007334   0x00007F40     16     16     2     
1019   吼    0x0000543C   0x00007F60     16     16     2     
1020   厚    0x0000539A   0x00007F80     16     16     2     
1021   候    0x00005019   0x00007FA0     16     16     2     
1022   后    0x0000540E   0x00007FC0     16     16     2     
1023   呼    0x0000547C   0x00007FE0     16     16     2     
1024   乎    0x00004E4E   0x00008000     16     16     2     
1025   忽    0x00005FFD   0x00008020     16     16     2     
1026   瑚    0x0000745A   0x00008040     16     16     2     
1027   壶    0x000058F6   0x00008060     16     16     2     
1028   葫    0x0000846B   0x00008080     16     16     2     
1029   胡    0x000080E1   0x000080A0     16     16     2     
1030   蝴    0x00008774   0x000080C0     16     16     2     
1031   狐    0x000072D0   0x000080E0     16     16     2     
1032   糊    0x00007CCA   0x00008100     16     16     2     
1033   湖    0x00006E56   0x00008120     16     16     2     
1034   弧    0x00005F27   0x00008140     16     16     2     
1035   虎    0x0000864E   0x00008160     16     16     2     
1036   唬    0x0000552C   0x00008180     16     16     2     
1037   护    0x000062A4   0x000081A0     16     16     2     
1038   互    0x00004E92   0x000081C0     16     16     2     
1039   沪    0x00006CAA   0x000081E0     16     16     2     
1040   户    0x00006237   0x00008200     16     16     2     
1041   花    0x000082B1   0x00008220     16     16     2     
1042   哗    0x000054D7   0x00008240     16     16     2     
1043   华    0x0000534E   0x00008260     16     16     2     
1044   猾    0x0000733E   0x00008280     16     16     2     
1045   滑    0x00006ED1   0x000082A0     16     16     2     
1046   画    0x0000753B   0x000082C0     16     16     2     
1047   划    0x00005212   0x000082E0     16     16     2     
1048   化    0x00005316   0x00008300     16     16     2     
1049   话    0x00008BDD   0x00008320     16     16     2     
1050   槐    0x000069D0   0x00008340     16     16     2     
1051   徊    0x00005F8A   0x00008360     16     16     2     
1052   怀    0x00006000   0x00008380     16     16     2     
1053   淮    0x00006DEE   0x000083A0     16     16     2     
1054   坏    0x0000574F   0x000083C0     16     16     2     
1055   欢    0x00006B22   0x000083E0     16     16     2     
1056   环    0x000073AF   0x00008400     16     16     2     
1057   桓    0x00006853   0x00008420     16     16     2     
1058   还    0x00008FD8   0x00008440     16     16     2     
1059   缓    0x00007F13   0x00008460     16     16     2     
1060   换    0x00006362   0x00008480     16     16     2     
1061   患    0x000060A3   0x000084A0     16     16     2     
1062   唤    0x00005524   0x000084C0     16     16     2     
1063   痪    0x000075EA   0x000084E0     16     16     2     
1064   豢    0x00008C62   0x00008500     16     16     2     
1065   焕    0x00007115   0x00008520     16     16     2     
1066   涣    0x00006DA3   0x00008540     16     16     2     
1067   宦    0x00005BA6   0x00008560     16     16     2     
1068   幻    0x00005E7B   0x00008580     16     16     2     
1069   荒    0x00008352   0x000085A0     16     16     2     
1070   慌    0x0000614C   0x000085C0     16     16     2     
1071   黄    0x00009EC4   0x000085E0     16     16     2     
1072   磺    0x000078FA   0x00008600     16     16     2     
1073   蝗    0x00008757   0x00008620     16     16     2     
1074   簧    0x00007C27   0x00008640     16     16     2     
1075   皇    0x00007687   0x00008660     16     16     2     
1076   凰    0x000051F0   0x00008680     16     16     2     
1077   惶    0x000060F6   0x000086A0     16     16     2     
1078   煌    0x0000714C   0x000086C0     16     16     2     
1079   晃    0x00006643   0x000086E0     16     16     2     
1080   幌    0x00005E4C   0x00008700     16     16     2     
1081   恍    0x0000604D   0x00008720     16     16     2     
1082   谎    0x00008C0E   0x00008740     16     16     2     
1083   灰    0x00007070   0x00008760     16     16     2     
1084   挥    0x00006325   0x00008780     16     16     2     
1085   辉    0x00008F89   0x000087A0     16     16     2     
1086   徽    0x00005FBD   0x000087C0     16     16     2     
1087   恢    0x00006062   0x000087E0     16     16     2     
1088   蛔    0x000086D4   0x00008800     16     16     2     
1089   回    0x000056DE   0x00008820     16     16     2     
1090   毁    0x00006BC1   0x00008840     16     16     2     
1091   悔    0x00006094   0x00008860     16     16     2     
1092   慧    0x00006167   0x00008880     16     16     2     
1093   卉    0x00005349   0x000088A0     16     16     2     
1094   惠    0x000060E0   0x000088C0     16     16     2     
1095   晦    0x00006666   0x000088E0     16     16     2     
1096   贿    0x00008D3F   0x00008900     16     16     2     
1097   秽    0x000079FD   0x00008920     16     16     2     
1098   会    0x00004F1A   0x00008940     16     16     2     
1099   烩    0x000070E9   0x00008960     16     16     2     
1100   汇    0x00006C47   0x00008980     16     16     2     
1101   讳    0x00008BB3   0x000089A0     16     16     2     
1102   诲    0x00008BF2   0x000089C0     16     16     2     
1103   绘    0x00007ED8   0x000089E0     16     16     2     
1104   荤    0x00008364   0x00008A00     16     16     2     
1105   昏    0x0000660F   0x00008A20     16     16     2     
1106   婚    0x00005A5A   0x00008A40     16     16     2     
1107   魂    0x00009B42   0x00008A60     16     16     2     
1108   浑    0x00006D51   0x00008A80     16     16     2     
1109   混    0x00006DF7   0x00008AA0     16     16     2     
1110   豁    0x00008C41   0x00008AC0     16     16     2     
1111   活    0x00006D3B   0x00008AE0     16     16     2     
1112   伙    0x00004F19   0x00008B00     16     16     2     
1113   火    0x0000706B   0x00008B20     16     16     2     
1114   获    0x000083B7   0x00008B40     16     16     2     
1115   或    0x00006216   0x00008B60     16     16     2     
1116   惑    0x000060D1   0x00008B80     16     16     2     
1117   霍    0x0000970D   0x00008BA0     16     16     2     
1118   货    0x00008D27   0x00008BC0     16     16     2     
1119   祸    0x00007978   0x00008BE0     16     16     2     
1120   击    0x000051FB   0x00008C00     16     16     2     
1121   圾    0x0000573E   0x00008C20     16     16     2     
1122   基    0x000057FA   0x00008C40     16     16     2     
1123   机    0x0000673A   0x00008C60     16     16     2     
1124   畸    0x00007578   0x00008C80     16     16     2     
1125   稽    0x00007A3D   0x00008CA0     16     16     2     
1126   积    0x000079EF   0x00008CC0     16     16     2     
1127   箕    0x00007B95   0x00008CE0     16     16     2     
1128   肌    0x0000808C   0x00008D00     16     16     2     
1129   饥    0x00009965   0x00008D20     16     16     2     
1130   迹    0x00008FF9   0x00008D40     16     16     2     
1131   激    0x00006FC0   0x00008D60     16     16     2     
1132   讥    0x00008BA5   0x00008D80     16     16     2     
1133   鸡    0x00009E21   0x00008DA0     16     16     2     
1134   姬    0x000059EC   0x00008DC0     16     16     2     
1135   绩    0x00007EE9   0x00008DE0     16     16     2     
1136   缉    0x00007F09   0x00008E00     16     16     2     
1137   吉    0x00005409   0x00008E20     16     16     2     
1138   极    0x00006781   0x00008E40     16     16     2     
1139   棘    0x000068D8   0x00008E60     16     16     2     
1140   辑    0x00008F91   0x00008E80     16     16     2     
1141   籍    0x00007C4D   0x00008EA0     16     16     2     
1142   集    0x000096C6   0x00008EC0     16     16     2     
1143   及    0x000053CA   0x00008EE0     16     16     2     
1144   急    0x00006025   0x00008F00     16     16     2     
1145   疾    0x000075BE   0x00008F20     16     16     2     
1146   汲    0x00006C72   0x00008F40     16     16     2     
1147   即    0x00005373   0x00008F60     16     16     2     
1148   嫉    0x00005AC9   0x00008F80     16     16     2     
1149   级    0x00007EA7   0x00008FA0     16     16     2     
1150   挤    0x00006324   0x00008FC0     16     16     2     
1151   几    0x000051E0   0x00008FE0     16     16     2     
1152   脊    0x0000810A   0x00009000     16     16     2     
1153   己    0x00005DF1   0x00009020     16     16     2     
1154   蓟    0x000084DF   0x00009040     16     16     2     
1155   技    0x00006280   0x00009060     16     16     2     
1156   冀    0x00005180   0x00009080     16     16     2     
1157   季    0x00005B63   0x000090A0     16     16     2     
1158   伎    0x00004F0E   0x000090C0     16     16     2     
1159   祭    0x0000796D   0x000090E0     16     16     2     
1160   剂    0x00005242   0x00009100     16     16     2     
1161   悸    0x000060B8   0x00009120     16     16     2     
1162   济    0x00006D4E   0x00009140     16     16     2     
1163   寄    0x00005BC4   0x00009160     16     16     2     
1164   寂    0x00005BC2   0x00009180     16     16     2     
1165   计    0x00008BA1   0x000091A0     16     16     2     
1166   记    0x00008BB0   0x000091C0     16     16     2     
1167   既    0x000065E2   0x000091E0     16     16     2     
1168   忌    0x00005FCC   0x00009200     16     16     2     
1169   际    0x00009645   0x00009220     16     16     2     
1170   妓    0x00005993   0x00009240     16     16     2     
1171   继    0x00007EE7   0x00009260     16     16     2     
1172   纪    0x00007EAA   0x00009280     16     16     2     
1173   嘉    0x00005609   0x000092A0     16     16     2     
1174   枷    0x000067B7   0x000092C0     16     16     2     
1175   夹    0x00005939   0x000092E0     16     16     2     
1176   佳    0x00004F73   0x00009300     16     16     2     
1177   家    0x00005BB6   0x00009320     16     16     2     
1178   加    0x000052A0   0x00009340     16     16     2     
1179   荚    0x0000835A   0x00009360     16     16     2     
1180   颊    0x0000988A   0x00009380     16     16     2     
1181   贾    0x00008D3E   0x000093A0     16     16     2     
1182   甲    0x00007532   0x000093C0     16     16     2     
1183   钾    0x000094BE   0x000093E0     16     16     2     
1184   假    0x00005047   0x00009400     16     16     2     
1185   稼    0x00007A3C   0x00009420     16     16     2     
1186   价    0x00004EF7   0x00009440     16     16     2     
1187   架    0x000067B6   0x00009460     16     16     2     
1188   驾    0x00009A7E   0x00009480     16     16     2     
1189   嫁    0x00005AC1   0x000094A0     16     16     2     
1190   歼    0x00006B7C   0x000094C0     16     16     2     
1191   监    0x000076D1   0x000094E0     16     16     2     
1192   坚    0x0000575A   0x00009500     16     16     2     
1193   尖    0x00005C16   0x00009520     16     16     2     
1194   笺    0x00007B3A   0x00009540     16     16     2     
1195   间    0x000095F4   0x00009560     16     16     2     
1196   煎    0x0000714E   0x00009580     16     16     2     
1197   兼    0x0000517C   0x000095A0     16     16     2     
1198   肩    0x000080A9   0x000095C0     16     16     2     
1199   艰    0x00008270   0x000095E0     16     16     2     
1200   奸    0x00005978   0x00009600     16     16     2     
1201   缄    0x00007F04   0x00009620     16     16     2     
1202   茧    0x00008327   0x00009640     16     16     2     
1203   检    0x000068C0   0x00009660     16     16     2     
1204   柬    0x000067EC   0x00009680     16     16     2     
1205   碱    0x000078B1   0x000096A0     16     16     2     
1206   硷    0x00007877   0x000096C0     16     16     2     
1207   拣    0x000062E3   0x000096E0     16     16     2     
1208   捡    0x00006361   0x00009700     16     16     2     
1209   简    0x00007B80   0x00009720     16     16     2     
1210   俭    0x00004FED   0x00009740     16     16     2     
1211   剪    0x0000526A   0x00009760     16     16     2     
1212   减    0x000051CF   0x00009780     16     16     2     
1213   荐    0x00008350   0x000097A0     16     16     2     
1214   槛    0x000069DB   0x000097C0     16     16     2     
1215   鉴    0x00009274   0x000097E0     16     16     2     
1216   践    0x00008DF5   0x00009800     16     16     2     
1217   贱    0x00008D31   0x00009820     16     16     2     
1218   见    0x000089C1   0x00009840     16     16     2     
1219   键    0x0000952E   0x00009860     16     16     2     
1220   箭    0x00007BAD   0x00009880     16     16     2     
1221   件    0x00004EF6   0x000098A0     16     16     2     
1222   健    0x00005065   0x000098C0     16     16     2     
1223   舰    0x00008230   0x000098E0     16     16     2     
1224   剑    0x00005251   0x00009900     16     16     2     
1225   饯    0x0000996F   0x00009920     16     16     2     
1226   渐    0x00006E10   0x00009940     16     16     2     
1227   溅    0x00006E85   0x00009960     16     16     2     
1228   涧    0x00006DA7   0x00009980     16     16     2     
1229   建    0x00005EFA   0x000099A0     16     16     2     
1230   僵    0x000050F5   0x000099C0     16     16     2     
1231   姜    0x000059DC   0x000099E0     16     16     2     
1232   将    0x00005C06   0x00009A00     16     16     2     
1233   浆    0x00006D46   0x00009A20     16     16     2     
1234   江    0x00006C5F   0x00009A40     16     16     2     
1235   疆    0x00007586   0x00009A60     16     16     2     
1236   蒋    0x0000848B   0x00009A80     16     16     2     
1237   桨    0x00006868   0x00009AA0     16     16     2     
1238   奖    0x00005956   0x00009AC0     16     16     2     
1239   讲    0x00008BB2   0x00009AE0     16     16     2     
1240   匠    0x00005320   0x00009B00     16     16     2     
1241   酱    0x00009171   0x00009B20     16     16     2     
1242   降    0x0000964D   0x00009B40     16     16     2     
1243   蕉    0x00008549   0x00009B60     16     16     2     
1244   椒    0x00006912   0x00009B80     16     16     2     
1245   礁    0x00007901   0x00009BA0     16     16     2     
1246   焦    0x00007126   0x00009BC0     16     16     2     
1247   胶    0x000080F6   0x00009BE0     16     16     2     
1248   交    0x00004EA4   0x00009C00     16     16     2     
1249   郊    0x000090CA   0x00009C20     16     16     2     
1250   浇    0x00006D47   0x00009C40     16     16     2     
1251   骄    0x00009A84   0x00009C60     16     16     2     
1252   娇    0x00005A07   0x00009C80     16     16     2     
1253   嚼    0x000056BC   0x00009CA0     16     16     2     
1254   搅    0x00006405   0x00009CC0     16     16     2     
1255   铰    0x000094F0   0x00009CE0     16     16     2     
1256   矫    0x000077EB   0x00009D00     16     16     2     
1257   侥    0x00004FA5   0x00009D20     16     16     2     
1258   脚    0x0000811A   0x00009D40     16     16     2     
1259   狡    0x000072E1   0x00009D60     16     16     2     
