Name,Type,Page,Page Number,Schematic,PartPin,LocationX,LocationY,Zone,IREF
"EMMC_DAT7","OffPage","28.GL3224","28","SCHEMATIC1","U35.41","511","925","4B","[27]"
"MMC_DAT7","OffPage","28.GL3224","28","SCHEMATIC1","U35.41","1394","117","2D","[27,28]"
"MMC_DAT7","OffPage","28.GL3224","28","SCHEMATIC1","U35.41","396","925","4B","[27,28]"
"MAC_TXEN","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10I.H22","510","210","4D","[19]"
"MAC_TXEN","OffPage","19.GMAC","19","SCHEMATIC1","R142.2","1625","511","1C","[15]"
"GPIO0_B5/LED1_OUT","OffPage","11.RK3399 PMU","11","SCHEMATIC1","U10C.U30","810","280","2C","[25]"
"GPIO0_B5/LED1_OUT","OffPage","25.PCIE&IO","25","SCHEMATIC1","R218.1","941","326","3D","[11]"
"WL-SDIO-D2","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10G.AG7","500","690","4B","[23]"
"WL-SDIO-D2","OffPage","23.WIFI","23","SCHEMATIC1","R194.2,U21.14","1565","288","2D","[15]"
"WL-SDIO-D3","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10G.AE8","500","700","4B","[23]"
"WL-SDIO-D3","OffPage","23.WIFI","23","SCHEMATIC1","R195.2,U21.15","1565","298","2D","[15]"
"WL-SDIO-CMD","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10G.AH6","500","720","4B","[23]"
"WL-SDIO-CMD","OffPage","23.WIFI","23","SCHEMATIC1","R189.2,U21.16","1565","258","2D","[15]"
"WL-SDIO-CLK","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10G.AF7","500","730","4B","[23]"
"WL-SDIO-CLK","OffPage","23.WIFI","23","SCHEMATIC1","U21.17","1567","308","2D","[15]"
"WL-SDIO-D0","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10G.AD8","500","670","4C","[23]"
"WL-SDIO-D0","OffPage","23.WIFI","23","SCHEMATIC1","R192.2,U21.18","1565","268","2D","[15]"
"MIPI_TX0_D3N","OffPage","17.RK3399 Display","17","SCHEMATIC1","U10Q.AH9","340","600","4B","[21]"
"MIPI_TX0_D3N","OffPage","21.MIPI-CSI","21","SCHEMATIC1","J6.2","1247","422","2C","[17]"
"MIPI_TX0_D3P","OffPage","17.RK3399 Display","17","SCHEMATIC1","U10Q.AG9","340","590","4B","[21]"
"MIPI_TX0_D3P","OffPage","21.MIPI-CSI","21","SCHEMATIC1","J6.3","1247","432","2C","[17]"
"MIPI_TX0_D2N","OffPage","17.RK3399 Display","17","SCHEMATIC1","U10Q.AH11","340","570","4B","[21]"
"MIPI_TX0_D2N","OffPage","21.MIPI-CSI","21","SCHEMATIC1","J6.5","1247","452","2C","[17]"
"MIPI_TX0_D2P","OffPage","17.RK3399 Display","17","SCHEMATIC1","U10Q.AG11","340","560","4B","[21]"
"MIPI_TX0_D2P","OffPage","21.MIPI-CSI","21","SCHEMATIC1","J6.6","1247","462","2C","[17]"
"MIPI_TX0_CLKN","OffPage","17.RK3399 Display","17","SCHEMATIC1","U10Q.AH12","340","540","4B","[21]"
"MIPI_TX0_CLKN","OffPage","21.MIPI-CSI","21","SCHEMATIC1","J6.8","1247","482","2C","[17]"
"MIPI_TX0_CLKP","OffPage","17.RK3399 Display","17","SCHEMATIC1","U10Q.AG12","340","530","4B","[21]"
"MIPI_TX0_CLKP","OffPage","21.MIPI-CSI","21","SCHEMATIC1","J6.9","1247","492","2C","[17]"
"MIPI_TX0_D1N","OffPage","17.RK3399 Display","17","SCHEMATIC1","U10Q.AH14","340","510","4B","[21]"
"MIPI_TX0_D1N","OffPage","21.MIPI-CSI","21","SCHEMATIC1","J6.11","1247","512","2C","[17]"
"OTP_OUT_H","OffPage","06.POWER2-CPU/GPU/ETC","6","SCHEMATIC1","D2.1","930","740","2A","[15]"
"OTP_OUT_H","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10E.P26","1470","140","2D","[6]"
"MIPI_TX0_D1P","OffPage","17.RK3399 Display","17","SCHEMATIC1","U10Q.AG14","340","500","4B","[21]"
"MIPI_TX0_D1P","OffPage","21.MIPI-CSI","21","SCHEMATIC1","J6.12","1247","522","2C","[17]"
"DDR0_D8","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AE14","240","1090","5B","[10]"
"DDR0_D8","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.AF2","770","160","3D","[9]"
"MIPI_TX0_D0N","OffPage","17.RK3399 Display","17","SCHEMATIC1","U10Q.AH15","340","480","4B","[21]"
"MIPI_TX0_D0N","OffPage","21.MIPI-CSI","21","SCHEMATIC1","J6.14","1247","542","2C","[17]"
"DDR0_D6","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AG5","240","1070","5B","[10]"
"DDR0_D6","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.W1","770","140","3D","[9]"
"MIPI_TX0_D0P","OffPage","17.RK3399 Display","17","SCHEMATIC1","U10Q.AG15","340","470","4B","[21]"
"MIPI_TX0_D0P","OffPage","21.MIPI-CSI","21","SCHEMATIC1","J6.15","1247","552","2C","[17]"
"DDR1_D5","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.D19","890","420","4C","[10]"
"DDR1_D5","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.A17","120","130","5D","[9]"
"DDR1_A5","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.E24,U11A.E9","130","690","5C","[9,10]"
"DDR1_A5","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.E24,U11A.E9","890","690","4C","[9,10]"
"DDR1_A5","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.A8","550","130","4D","[9]"
"DDR0_D4","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AH4","240","1050","5B","[10]"
"DDR0_D4","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.Y2","770","120","3D","[9]"
"DDR1_CS1N","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.B22","890","720","4C","[10]"
"DDR1_CS1N","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.A2","550","340","4C","[9]"
"DDR1_D2","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.B17","890","390","4C","[10]"
"DDR1_D2","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.B16","120","100","5D","[9]"
"DDR0_CS1N","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AH7","730","1050","4B","[10]"
"DDR0_CS1N","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.B1","1200","340","2C","[9]"
"DDR0_D17","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AE16","250","220","5D","[10]"
"DDR0_D17","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.V2","770","250","3D","[9]"
"PGOOD_VDD12","OffPage","28.GL3224","28","SCHEMATIC1","D9.1,U36.5","915","1263","3A","[28]"
"PGOOD_VDD12","OffPage","28.GL3224","28","SCHEMATIC1","D9.1,U36.5","243","729","5C","[28]"
"DDR1_D15","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.C25","890","520","4C","[10]"
"DDR1_D15","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.B14","120","230","5D","[9]"
"LOG_DVS_PWM","OffPage","06.POWER2-CPU/GPU/ETC","6","SCHEMATIC1","R23.1,R25.1,R26.1","320","470","4C","[15]"
"LOG_DVS_PWM","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10E.M28","1490","290","2D","[6]"
"DDR1_DQS3P","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.B12","130","580","5C","[10]"
"DDR1_DQS3P","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.D24","120","540","5C","[9]"
"AP-WAKE-BT","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10G.AL4","500","740","4B","[23]"
"AP-WAKE-BT","OffPage","23.WIFI","23","SCHEMATIC1","R201.2,U21.6","1559","461","2C","[15]"
"DDR0_DQS1M","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AG12","240","1200","5B","[10]"
"DDR0_DQS1M","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.AD4","770","510","3C","[9]"
"DDR0_DQS3M","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AG27","250","40","5D","[10]"
"DDR0_DQS3M","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.R4","770","550","3C","[9]"
"DDR1_D21","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.D4","130","420","5C","[10]"
"DDR1_D21","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.B21","120","290","5C","[9]"
"VDD_GPU_FB","OffPage","06.POWER2-CPU/GPU/ETC","6","SCHEMATIC1","R33.1,U8.A4","550","780","4A","[8]"
"VDD_GPU_FB","OffPage","08.RK3399 POWER","8","SCHEMATIC1","U10W.T15","630","470","4C","[6]"
"EDP_CABC_EN2","OffPage","11.RK3399 PMU","11","SCHEMATIC1","U10C.P24","810","300","2C","[21]"
"EDP_CABC_EN2","OffPage","21.MIPI-CSI","21","SCHEMATIC1","J6.21","1297","612","2C","[11]"
"DDR0_CS0N","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AJ7","730","1060","4B","[10]"
"DDR0_CS0N","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.M6","1200","330","2C","[9]"
"DDR0_D26","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AF28","250","130","5D","[10]"
"DDR0_D26","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.N1","770","340","3C","[9]"
"CPU_B_SLEEP","OffPage","06.POWER2-CPU/GPU/ETC","6","SCHEMATIC1","U3.A1","130","220","5D","[6,15]"
"CPU_B_SLEEP","OffPage","06.POWER2-CPU/GPU/ETC","6","SCHEMATIC1","U3.A1","210","150","5D","[6,15]"
"CPU_B_SLEEP","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10E.M27","1490","270","2D","[6]"
"DDR1_CLK0P","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","R64.2,U11A.B23","890","740","4C","[10]"
"DDR1_CLK0P","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.D9","550","250","4D","[9]"
"DDR0_D29","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AH26","250","100","5D","[10]"
"DDR0_D29","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.L1","770","370","3C","[9]"
"LCD_RST_H1","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10E.M24","1470","220","2D","[21]"
"LCD_RST_H1","OffPage","21.MIPI-CSI","21","SCHEMATIC1","J6.20","1297","602","2C","[15]"
"DDR1_D12","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.D26","890","490","4C","[10]"
"DDR1_D12","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.A12","120","200","5D","[9]"
"GPU_SLEEP","OffPage","06.POWER2-CPU/GPU/ETC","6","SCHEMATIC1","U8.A1","200","860","5A","[15]"
"GPU_SLEEP","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10E.M25","1470","230","2D","[6]"
"HP_HOOK","OffPage","13.RK3399 SARADC/HOST","13","SCHEMATIC1","U10V.AG25","560","340","4D","[22]"
"HP_HOOK","OffPage","22.AUDIO","22","SCHEMATIC1","C356.2,R176.2,R178.1","1164","745","3B","[13]"
"DDR0_DM0","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AE3","730","1140","4B","[10]"
"DDR0_DM0","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.Y5","770","420","3C","[9]"
"VDD_CPU_B_FB","OffPage","06.POWER2-CPU/GPU/ETC","6","SCHEMATIC1","R13.1,U3.A4","420","150","4D","[8]"
"VDD_CPU_B_FB","OffPage","08.RK3399 POWER","8","SCHEMATIC1","U10W.N18","630","220","4D","[6]"
"TOUCH_INT_L1","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10K.AE6","1400","1040","2A","[21]"
"TOUCH_INT_L1","OffPage","21.MIPI-CSI","21","SCHEMATIC1","J6.25","1297","652","2C","[15]"
"DDR1_D6","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.C20","890","430","4C","[10]"
"DDR1_D6","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.A18","120","140","5D","[9]"
"TOUCH_RST_L1","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10K.AK4","1400","1050","2A","[21]"
"TOUCH_RST_L1","OffPage","21.MIPI-CSI","21","SCHEMATIC1","J6.26","1297","662","2C","[15]"
"DDR1_DM1","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.E27","890","620","4C","[10]"
"DDR1_DM1","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.E14","120","430","5C","[9]"
"DDR1_D7","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.E20","890","440","4C","[10]"
"DDR1_D7","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.B18","120","150","5D","[9]"
"DDR0_D9","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AG14","240","1100","5B","[10]"
"DDR0_D9","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.AE2","770","170","3D","[9]"
"DDR1_DM3","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.E12","130","620","5C","[10]"
"DDR1_DM3","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.E23","120","450","5C","[9]"
"DDR0_D15","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AG10","240","1160","5B","[10]"
"DDR0_D15","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.AC2","770","230","3D","[9]"
"DDR0_CLK0P","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","R62.2,U11A.AH8","730","1040","4B","[10]"
"DDR0_CLK0P","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.H4","1200","250","2D","[9]"
"SV_EXT_RESET_N","OffPage","28.GL3224","28","SCHEMATIC1","D9.2,R240.1,U35.36","1474","318","2D","[28]"
"SV_EXT_RESET_N","OffPage","28.GL3224","28","SCHEMATIC1","D9.2,R240.1,U35.36","881","1223","3A","[28]"
"DDR0_D3","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AF2","240","1040","5B","[10]"
"DDR0_D3","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.AA1","770","110","3D","[9]"
"DC_DET_H","OffPage","07.POWER3-3.3V/5V","7","SCHEMATIC1","Q6.2","100","270","5C","[15]"
"DC_DET_H","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10E.M29","1470","300","2D","[7]"
"PGOOD_VDD18","OffPage","28.GL3224","28","SCHEMATIC1","R238.1,U39.1","616","1369","4A","[28]"
"PGOOD_VDD18","OffPage","28.GL3224","28","SCHEMATIC1","R238.1,U39.1","336","842","5B","[28]"
"DDR0_D5","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AF4","240","1060","5B","[10]"
"DDR0_D5","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.Y1","770","130","3D","[9]"
"LCD_BL_PWM1","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10K.AF5","1400","970","2B","[21]"
"LCD_BL_PWM1","OffPage","21.MIPI-CSI","21","SCHEMATIC1","J6.17,J7.17","1247","572","2C","[15,21]"
"LCD_BL_PWM1","OffPage","21.MIPI-CSI","21","SCHEMATIC1","J6.17,J7.17","701","1042","4B","[15,21]"
"DDR0_A0","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AH21,U11A.AH6","750","110","4D","[9,10]"
"DDR0_A0","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AH21,U11A.AH6","730","1120","4B","[9,10]"
"DDR0_A0","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.F2","1200","80","2D","[9]"
"PGOOD_VDD09","OffPage","28.GL3224","28","SCHEMATIC1","D10.2,U39.5","281","1341","5A","[28]"
"PGOOD_VDD09","OffPage","28.GL3224","28","SCHEMATIC1","D10.2,U39.5","954","1351","3A","[28]"
"DDR0_D27","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AH28","250","120","5D","[10]"
"DDR0_D27","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.M1","770","350","3C","[9]"
"DDR1_DM2","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.E3","130","610","5C","[10]"
"DDR1_DM2","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.E20","120","440","5C","[9]"
"DDR0_D30","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AE25","250","90","5D","[10]"
"DDR0_D30","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.M2","770","380","3C","[9]"
"DDR1_A4","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.D24,U11A.D9","130","680","5C","[9,10]"
"DDR1_A4","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.D24,U11A.D9","890","680","4C","[9,10]"
"DDR1_A4","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.B8","550","120","4D","[9]"
"DDR0_A4","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AF24,U11A.AF9","750","150","4D","[9,10]"
"DDR0_A4","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AF24,U11A.AF9","730","1080","4B","[9,10]"
"DDR0_A4","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.H2","1200","120","2D","[9]"
"DDR1_D23","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.E5","130","440","5C","[10]"
"DDR1_D23","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.A22","120","310","5C","[9]"
"DDR0_D25","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AG29","250","140","5D","[10]"
"DDR0_D25","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.P2","770","330","3C","[9]"
"DDR0_DQS2P","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AH18","250","70","5D","[10]"
"DDR0_DQS2P","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.U4","770","520","3C","[9]"
"DDR0_DQS3P","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AH27","250","50","5D","[10]"
"DDR0_DQS3P","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.P4","770","540","3C","[9]"
"5V_SWITCH","OffPage","07.POWER3-3.3V/5V","7","SCHEMATIC1","Q5.3,R42.2,R50.2","420","250","4C","[7]"
"5V_SWITCH","OffPage","07.POWER3-3.3V/5V","7","SCHEMATIC1","Q5.3,R42.2,R50.2","190","560","5B","[7]"
"DDR0_D13","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AH11","240","1140","5B","[10]"
"DDR0_D13","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.AD1","770","210","3D","[9]"
"TYPEC0_U2VBUSDET","OffPage","14.RK3399 USB/USIC","14","SCHEMATIC1","C268.1,D5.2,R95.2,R96.2,U10D.AK30","310","150","5D","[14]"
"TYPEC0_U2VBUSDET","OffPage","14.RK3399 USB/USIC","14","SCHEMATIC1","C268.1,D5.2,R95.2,R96.2,U10D.AK30","560","810","4B","[14]"
"DDR0_D21","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AF19","250","180","5D","[10]"
"DDR0_D21","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.T2","770","290","3C","[9]"
"DDR1_D19","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.D2","130","400","5C","[10]"
"DDR1_D19","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.B20","120","270","5D","[9]"
"DDR0_D24","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AE29","250","150","5D","[10]"
"DDR0_D24","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.P1","770","320","3C","[9]"
"DDR1_D10","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.D28","890","470","4C","[10]"
"DDR1_D10","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.A11","120","180","5D","[9]"
"USB3_DM","OffPage","14.RK3399 USB/USIC","14","SCHEMATIC1","U10D.AH24","350","260","4D","[26]"
"USB3_DM","OffPage","26.USB TYPEA","26","SCHEMATIC1","ED17.1,J16.B2","328","234","4C","[14]"
"SDMMC0_D3","OffPage","12.RK3399 eMMC TF","12","SCHEMATIC1","ED6.1,J2.2,U10F.U27","380","400","4C","[12]"
"SDMMC0_D3","OffPage","12.RK3399 eMMC TF","12","SCHEMATIC1","ED6.1,J2.2,U10F.U27","640","380","3C","[12]"
"DDR0_D1","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AE1","240","1020","5B","[10]"
"DDR0_D1","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.AB1","770","90","3D","[9]"
"BT-UART-RTS","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10G.AL5","500","660","4C","[23]"
"BT-UART-RTS","OffPage","23.WIFI","23","SCHEMATIC1","R196.1,U21.44","1565","348","2D","[15]"
"USB3_DP","OffPage","14.RK3399 USB/USIC","14","SCHEMATIC1","U10D.AG24","350","250","4D","[26]"
"USB3_DP","OffPage","26.USB TYPEA","26","SCHEMATIC1","ED18.1,J16.B3","330","244","4C","[14]"
"SDMMC0_D1","OffPage","12.RK3399 eMMC TF","12","SCHEMATIC1","ED2.1,J2.8,U10F.Y26","380","380","4C","[12]"
"SDMMC0_D1","OffPage","12.RK3399 eMMC TF","12","SCHEMATIC1","ED2.1,J2.8,U10F.Y26","640","440","3B","[12]"
"DDR1_D29","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.B11","130","500","5C","[10]"
"DDR1_D29","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.A26","120","370","5C","[9]"
"BT-UART-TX","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10G.AH8","500","640","4C","[23]"
"BT-UART-TX","OffPage","23.WIFI","23","SCHEMATIC1","R197.1,U21.43","1565","328","2D","[15]"
"SDMMC0_D0","OffPage","12.RK3399 eMMC TF","12","SCHEMATIC1","ED3.1,J2.7,U10F.Y27","640","430","3B","[12]"
"SDMMC0_D0","OffPage","12.RK3399 eMMC TF","12","SCHEMATIC1","ED3.1,J2.7,U10F.Y27","380","370","4C","[12]"
"DDR0_CKE0","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AF22,U11A.AF7","730","1020","4B","[9,10]"
"DDR0_CKE0","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AF22,U11A.AF7","750","210","4D","[9,10]"
"DDR0_CKE0","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.E1","1200","300","2C","[9]"
"BT-UART-RX","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10G.AE9","500","630","4C","[23]"
"BT-UART-RX","OffPage","23.WIFI","23","SCHEMATIC1","R198.1,U21.42","1565","338","2D","[15]"
"DDR0_CS2N","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AJ22","750","170","4D","[10]"
"DDR0_CS2N","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.M5","1200","350","2C","[9]"
"BT-UART-CTS","OffPage","15.RK3399 GPIO","15","SCHEMATIC1","U10G.AG8","500","650","4C","[23]"
"BT-UART-CTS","OffPage","23.WIFI","23","SCHEMATIC1","R199.1,U21.41","1565","358","2C","[15]"
"SDMMC0_CMD","OffPage","12.RK3399 eMMC TF","12","SCHEMATIC1","ED5.1,J2.3,U10F.V25","380","420","4B","[12]"
"SDMMC0_CMD","OffPage","12.RK3399 eMMC TF","12","SCHEMATIC1","ED5.1,J2.3,U10F.V25","640","390","3C","[12]"
"DDR1_A2","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.E23,U11A.E8","130","660","5C","[9,10]"
"DDR1_A2","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.E23,U11A.E8","890","660","4C","[9,10]"
"DDR1_A2","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.B9","550","100","4D","[9]"
"SDMMC0_CLK","OffPage","12.RK3399 eMMC TF","12","SCHEMATIC1","R86.1,U10F.V29","640","410","3B","[12]"
"SDMMC0_CLK","OffPage","12.RK3399 eMMC TF","12","SCHEMATIC1","R86.1,U10F.V29","380","410","4B","[12]"
"DDR1_D18","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.B2","130","390","5C","[10]"
"DDR1_D18","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.A20","120","260","5D","[9]"
"PCIE_RX1_N","OffPage","13.RK3399 SARADC/HOST","13","SCHEMATIC1","U10O.AH31","1270","430","2D","[25]"
"PCIE_RX1_N","OffPage","25.PCIE&IO","25","SCHEMATIC1","J13.5","350","870","5B","[13]"
"DDR0_RST","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AE15","250","240","5D","[10]"
"DDR0_RST","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.L7","1200","490","2C","[9]"
"PCIE_RX0_N","OffPage","13.RK3399 SARADC/HOST","13","SCHEMATIC1","U10O.AF31","1270","370","2D","[25]"
"PCIE_RX0_N","OffPage","25.PCIE&IO","25","SCHEMATIC1","J13.11","350","900","5B","[13]"
"DDR1_DQS2P","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.B3","130","550","5C","[10]"
"DDR1_DQS2P","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.D21","120","520","5C","[9]"
"PCIE_RX1_P","OffPage","13.RK3399 SARADC/HOST","13","SCHEMATIC1","U10O.AH30","1270","420","2D","[25]"
"PCIE_RX1_P","OffPage","25.PCIE&IO","25","SCHEMATIC1","J13.3","351","860","5B","[13]"
"DDR0_DM2","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.AE18","750","90","4D","[10]"
"DDR0_DM2","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10B.U5","770","440","3C","[9]"
"DDR1_DQS1M","OffPage","09.RAM-LPDDR4(366P)","9","SCHEMATIC1","U11A.C27","890","590","4C","[10]"
"DDR1_DQS1M","OffPage","10.RK3399 DDR","10","SCHEMATIC1","U10A.D14","120","510","5C","[9]"
"PCIE_RX0_P","OffPage","13.RK3399 SARADC/HOST","13","SCHEMATIC1","U10O.AF30","1270","360","2D","[25]"
"PCIE_RX0_P","OffPage","25.PCIE&IO","25","SCHEMATIC1","J13.9","350","890","5B","[13]"
"SDMMC0_D2","OffPage","12.RK3399 eMMC TF","12","SCHEMATIC1","ED7.1,J2.1,U10F.Y28","640","370","3C","[12]"
